lag_bins,acf,white_noise_95_band,acf_physically_relevant_analytic,shuffle_95_band,acf_physically_relevant_shuffle
194,9.861997340088838e-06,0.009134080456134,False,2.2231412700415634e-07,True
195,9.861212082313307e-06,0.009134080456134,False,1.8991896224556207e-07,True
196,9.888820340656689e-06,0.009134080456134,False,2.0036740922770335e-07,True
197,9.873690029482782e-06,0.009134080456134,False,2.1861237541360869e-07,True
198,9.887529207627143e-06,0.009134080456134,False,2.188927826255187e-07,True
199,9.977595165649465e-06,0.009134080456134,False,1.9654847936227817e-07,True
200,1.0016455402704528e-05,0.009134080456134,False,1.9307472232958912e-07,True
201,9.886340250310753e-06,0.009134080456134,False,1.9204896907921536e-07,True
202,9.91479130868359e-06,0.009134080456134,False,1.7674653360663426e-07,True
203,9.820043405110946e-06,0.009134080456134,False,1.825220429859186e-07,True
204,1.0000282913027806e-05,0.009134080456134,False,2.0281328456451948e-07,True
205,9.925731250900187e-06,0.009134080456134,False,2.0535757959555153e-07,True
206,9.908440438100334e-06,0.009134080456134,False,2.0533363179004046e-07,True
207,9.968459059781962e-06,0.009134080456134,False,1.7988637862954087e-07,True
208,9.977325354392819e-06,0.009134080456134,False,1.9654227721649576e-07,True
209,9.910134843341637e-06,0.009134080456134,False,2.2266993285335286e-07,True
210,9.847243560551768e-06,0.009134080456134,False,2.1085952144829614e-07,True
211,9.960401861673432e-06,0.009134080456134,False,2.1959952120505428e-07,True
212,9.94835796596308e-06,0.009134080456134,False,1.7260752891547531e-07,True
213,9.813754127655907e-06,0.009134080456134,False,1.7852106323468089e-07,True
214,9.895767618121425e-06,0.009134080456134,False,1.8600220163506432e-07,True
215,1.0029879219887349e-05,0.009134080456134,False,1.8821398341262192e-07,True
216,9.957987315630963e-06,0.009134080456134,False,2.008896914355136e-07,True
217,9.876310410347527e-06,0.009134080456134,False,1.8955176045173033e-07,True
218,9.925846322190865e-06,0.009134080456134,False,2.008493312185639e-07,True
219,9.851469092621747e-06,0.009134080456134,False,1.8242055520340293e-07,True
220,9.771042547741499e-06,0.009134080456134,False,2.0753704775797908e-07,True
221,9.89459865680835e-06,0.009134080456134,False,2.3222585072474316e-07,True
222,9.893587909643652e-06,0.009134080456134,False,1.8975946962200917e-07,True
223,9.87269213316275e-06,0.009134080456134,False,1.954477558881787e-07,True
224,9.784872358967545e-06,0.009134080456134,False,1.9010414993899198e-07,True
225,1.0001219698217356e-05,0.009134080456134,False,2.0167411342040879e-07,True
226,9.829548223540075e-06,0.009134080456134,False,2.078950625980536e-07,True
227,9.849099702662134e-06,0.009134080456134,False,1.932394544012388e-07,True
228,9.860997294318573e-06,0.009134080456134,False,1.834053893154715e-07,True
229,9.978800211898692e-06,0.009134080456134,False,1.8540471042242845e-07,True
230,9.815615853433718e-06,0.009134080456134,False,2.1098693039737827e-07,True
231,9.87352992122031e-06,0.009134080456134,False,2.1302109338825558e-07,True
232,9.83423582625092e-06,0.009134080456134,False,2.047573285366501e-07,True
233,9.7907728265237e-06,0.009134080456134,False,1.874570538741327e-07,True
234,9.817644296773622e-06,0.009134080456134,False,1.9018264679077798e-07,True
235,9.96552091606853e-06,0.009134080456134,False,1.945556085133447e-07,True
